replication,success_rate,completed,cancelled,failures,resource_utilization,requested_jobs,completed_jobs,assumed_jobs,waiting_jobs,working_jobs,wait_aircraft_hours,work_aircraft_hours,wait_resource_aircraft_hours,wait_shift_aircraft_hours,daily_assumed_ready_aircraft
872,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
873,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
874,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
875,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
876,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
877,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
878,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
879,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
880,0.8888888888888888,8,0,1,0.03125000000000003,18,18,0,0,0,0.0,9.000000000000007,0.0,0.0,36
881,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
882,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
883,0.6666666666666666,6,0,3,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
884,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
885,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
886,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
887,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
888,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
889,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
890,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
891,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
892,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
893,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
894,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
895,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
896,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
897,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
898,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
899,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
900,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
901,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
902,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
903,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
904,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
905,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
906,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
907,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
908,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
909,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
910,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
911,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
912,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
913,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
914,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
915,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
916,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
917,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
918,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
919,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
920,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
921,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
922,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
923,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
924,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
925,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
926,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
927,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
928,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
929,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
930,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
931,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
932,0.8888888888888888,8,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
933,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
934,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
935,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
936,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
937,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
938,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
939,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
940,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
941,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
942,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
943,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
944,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
945,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
946,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
947,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
948,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
949,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
950,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
951,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
952,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
953,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
954,1.0,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
955,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
956,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
957,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
958,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
959,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
960,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
961,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
962,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
963,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
964,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
965,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
966,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
967,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
968,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
969,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
970,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
971,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
972,0.7777777777777778,6,0,3,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
973,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
974,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
975,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
976,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
977,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
978,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
979,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
980,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
981,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
982,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
983,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
984,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
985,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
986,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
987,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
988,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
989,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
990,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
991,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
992,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
993,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
994,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
995,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
996,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
997,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
998,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
999,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
1000,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
